id,review,Usa,Sup,Dep,Per
3485,"I grew up playing the Super Mario games, and this is a great addition to the franchise. I hope Nintendo comes out with more Super Mario games for iPhone ... and figures out a way to make them playable offline.    ",0,1,0,0
3486,"The first 4 levels are free. You have to pay  after that.  It was really fun and all, but I'm not paying 10 for a phone jump game.    ",0,0,0,0
3487,I have been trying to purchase the six world upgrade for the past fifteen minutes and it hasn't gone through. It keeps showing me a support code saying that there was an error. Other than that it's a great game.    ,0,1,1,0
3488,"I love playing super mario run, I bought all the levels and I dont regret it. My only wish is that it will be offline supported. I find myself wanting to play this on the road. Otherwise, I love it.    ",0,0,0,0
3489,I personally dont think it is worth the ten dollars     ,0,0,0,0
3490,No you have to pay 10 just to get a little bit of Mario run. if you you want the real thing play the original Marios.no wonder they havent made a Mario game for the phone ever. And it has no replay ability     ,0,0,0,0
3491,"You just get to play for one world, and after achieving all the goals, when you get to world 2 you cant keep playing unless you spend 10, if yo dont youre not allowed to advance in the game.. and personally i think its a huge bummer. The game is fun but if we have to pay 10 dollars every time we want to upgrade.. it just ruins the fun. Its ok to being able to buy characters or gadgets and stuff but this is just exaggerated.     ",1,0,0,0
3492,I remember waiting a month for this game to finally come out and when it finally did I was overjoyed with it at first but then when I tried to go the the next area I had to pay And so I deleted the game and waited another month and again had to pay for more levels cmon guys     ,1,0,0,0
3493,"Fun at first but no replay value. The best mode, Toad Rally, gets old after hitting the majority of the goals.      ",1,0,0,0
3494,The controls are kind of limiting no stomp or slide and it would be great to have firepower     ,1,0,0,0
3495,"Ive tried everything, even a phone reset will not make this game run    ",1,0,1,0
3496,"I purchased the screen and finished the entire thing other than world star and I deleted the app because I got tired of it, eventually wanting to redownload it I downloaded it again but it says I have to repurchase the screen     ",1,0,1,0
3497,"Overall, this game is a blast. Classic Mario feeling, playable on mobile devices, the music is amazing, and being able to listen to music stored on your phone is great But, if the game were able to play music from Pandora, Spotify, or YouTube Music, it would make play even more enjoyable for people    ",1,1,0,0
3498,"This game was well worth 10 but I don't have a lot of iTunes music and I was wondering if you guys could add it so you can use other music apps like Spotify,Pandora etc. you guys are awesome    ",1,1,0,0
3499,Omg this is they best game ever    ,0,0,0,0
3500,i never thought i'd see the day when nintendo would publish a game on the iphone but i'm glad that day finally arrived the game itself is brilliant. just what i'd expect from nintendo. my only complaint is that it requires a persistent internet connection to play. there's plenty of times on my daily train commute where i can't connect and therefore can't play. same story when i'm on a flight. please fix this glaring flaw nintendo    ,1,0,0,0
3501,"I've used this app for a couple of years now and find it's the one I go to most often in my arsenal. It can do a lot, but sometimes capabilities are buried. Still I like using it. Definitely worth having.    ",0,0,0,0
3502,This is the most capable photo editing application I've used to date.  I recommend it.    ,0,0,0,0
3503,Nothing you can't do.     ,0,0,0,0
3504,Was using this successfully on iPad Air 2 when I replaced the iPad it refuses to work and is locking up continually.    ,0,1,0,0
3505,Absolute best app for editing...hands down Don't think download    ,0,0,0,0
3506,super cool. love this app. it's fun and very creative.    ,0,0,0,0
3507,Not working for and it doesn't do what I purchased for How do I cancel this There is no profile so you can cancel app    ,1,0,0,0
3508,"I can't delete photos Reallyit still has a few glitches.  First, the App sometimes freezes after trying to access a photo from the Camera Roll.  As well, almost all the time I am unable to edit a photo that is further in the Camera Roll.  If it's the first 10 to 20 pictures, this is not always a problem just sometimes.  Please help.  Thanks very much    ",1,0,1,0
3509,I sure couldn't figure out how to put the boy sitting on the snail. I'm usually able to figure out programs...I only saw basic tricks. BUT...for the price and if you don't have an app that does those things...its good.     ,1,0,0,0
3510,"I use Enlight in an indie capacity to improve my IG and FB pics on vacations and professional game development excursions, and the app has been essential to my work for about two years.  The tutorials are super helpful and it was worth the few dollars I originally spent on it.    ",0,0,0,0
3511,So I usually never bother to write reviews but this app blew me away. I would say it even rivals professional tools like photo shop. They might have more control but Enlight is so easy to use that I would much rather use it more than any thing else.    ,0,0,0,0
3512,"Some of the features that I've tested were very cool. It looks like you can create amazing art with this, however, it is not very intuitive. Still trying to figure out how to end a session and start a new one. I'm sure the information is available, just how deep will you need to dig to uncover it, who knows. But once you have it figured out, it's going to be a great tool.    ",1,0,0,0
3513,They have intentionally broken the legacy app. I have never seen a developer take away something  tools one already had in a previous version. This is a new low in the pursuit of revenue. I would urge you to not use Enlight as it would encourage this kind of behavior in other developers. Just delete Enlight and move on. Quality photo editing apps are a dime a dozen and for a monthly subscription there certainly are much higher quality editors out there than Enlight. In any case you decide. Very best to all.        ,0,0,1,0
3514,After contacting support and following their repair instructions the app is back to being fully functional. I extend my apologies to the developers for my bombastic review. I should have contacted support before jumping to conclusions. Embarrassing Yes. Humbling Yes.    ,0,0,0,0
3515,I see a lot of people complaining about the monthly fee... I wouldn't pay for an app monthly but I would make a one time paymentcontribution.     ,0,0,0,0
3516,Its need new things and update     ,0,0,0,0
3517,"Really worth the price. Useful features and great tutorials. I like it that It has some preset filters for when you are lazy, and also enough setters for customization if you want your own style.     ",0,0,0,0
3518,I have several photo apps on my phone and this is the most frequently used one    ,0,0,0,0
3519,"This is a great app I love photography, and I always wondered how to have highquality editing just on my phone... but I now know how, thanks to this app I highly suggest this to anyone who loves photography Great job     ",0,0,0,0
3520,I have tried so many photo editing apps and even an app to make a banner for my store. I love this app I really do. For a crazy old computer illiterate lady I can use this with ease Great tutorials and wonderful editing options. You Rock    ,0,0,0,0
3521,I am more than pleased with my purchase of this photo editing app I was trying a lot of different ones and this one has blown the others out of the water. I mostly use it for nature photos but you can do so much with it It's fun to mess around with and makes Instagram way more fun.    ,0,0,0,0
3522,I love this app so much I have no problems and  I get very creative when editing pictures of mine. I don't know what else to say honestly but also I just found out that they made an Enlight 2 and make you pay monthly  like wft     ,0,0,0,0
3523,"Have recommended to a bunch of friends and coworkers. However, lately when I try and mix a photo into another, the photo being mixed shows up pixelated. Smooths out when moved or the erase or add function is used, but goes back to pixelated and saves pixelated.   ",0,0,1,0
3524,I wish i could flip a photo like its looking left and it needs to look right     ,0,0,0,0
3525,Tons of features and fairly easy to use. Perfect if you need a photoshoplike app Worth the money.    ,0,0,0,0
3526,"Keeps freezing on me. I know I have many photos but, man, is it frustrating. Please fix this asap    ",0,0,1,0
3527,"I love the app WHEN I can actually use it and it speaks volumes that I will try to start the app up to 20 times sometimes, waiting anywhere from 515 mins, just to use it but I'm about to give up.    ",0,0,1,0
3528,I've told people about your app when it used to be good. Wouldn't recommend anymore though.     ,0,0,0,0
3529,Thank you so much for fixing    ,0,0,0,0
3530,"Please update, I couldnt update for my iPhone 5c.    ",0,1,0,0
3531,"I really enjoy this photo editing app, it is very easy to use and functions as needed It is perfect for the simple edits I like to do for my pictures. Great support too    ",0,0,0,0
3532,I love this app and have used it for years now. However the last update which said it only added fonts now breaks compatibility with my iPad  Don't you think breaking compatibility should be a major version and not a point release    ,0,1,1,0
3533,App update says it's compatible to iPad modelversion in description but when trying to update it pops up not compatible. Which is it    ,0,1,0,0
3534,Am I stuck with old versions now. Why is the app not updating?     ,0,1,0,0
3535,This app is no longer updateable on the iPhone 5. Please support my phone.     ,0,1,0,0
3536,Super easy to use. Using the masks feature is great and I love how much I can zoom in and get the fine details. I wish they made more of the apps I own...or bought them an continued their development.    ,0,0,0,0
3537,"Still awesome. I use this app professionally, along with pixelmator, and I don't even need photoshop. There's a learning curve if you're not used to these types of programs, especially because it has a lot of tools. I do however wish the healing tool was not just cloning. Other than that, no complaints. Excellent work Enlight team    ",0,0,0,0
3538,"i paid money for this, and now i can't download it anymore. the company that holds enlight has basically ripped me off because i have a device that isn't compatible.     ",0,1,0,0
3539,"Even following a tutorial, this app makes me feel like my 97 yearold grandma trying to code a time travel app. I want to break something.     ",1,0,0,0
3540,"The new update isn't compatible with the iPhone 5, only the 5s and up I paid for this app and now I can't update it. I want my money back      ",0,1,0,0
3541,"It works on the iPhone 7 plus but not the iPad. Click, Enlight page opens then in about 1520 seconds it shuts down.      ",0,1,1,1
3542,"This app has great features. Very easy to use and fast . I like that all your images are in the bottom of your screen for better selection. And all the different options for editing your imagesfilters, tools,brushes,text, adjust and clarity etc .    ",0,0,0,0
3543,"Unlike most other apps,Enlight is extremely easy to use and to be a little more creative with your pictures. It is also professional and good for fixing poorly taken pictures. I would most definitely recommend this app.    ",0,0,0,0
3544,"I just say. I was a bit hesitant rant in downloading and purchasing this Enlight app. I was looking for an app that had everything for photo editing. I'm happy to say gat this Enlight app is one awesome and amazing app. I'm not too patient in watching the instructions on n how to use the app. Don't get me wrong. I am patient in other things. I like to just jump into it and figure it out on my own. That I did. I may not know all the features on his app, but I know enough to do what I want to do to photos. Thank you very much to your he app designer, creator, and to those involved in this amazing app. Oh, I also like thank you for the response time in support technical issues. Yes they do respond when you are having fun sues with you he app,  thought I had issues with the app, but it turns out I had forgotten to do another step. So there was never an issue with the app. Thanks again Enlight.    ",0,0,0,0
3545,There are a ton of options for photo editing in this app.  It is a lot of fun.    ,0,0,0,0
3546,Let's you exercise your imagination with your own photos. Fun and easy to use    ,0,0,0,0
3547,"This is the best app I ever seen, easy to use a lot of different tools and the result will blow your mind .    ",0,0,0,0
3548,This is a great app if you like to edit photos and put filters on without having to sit in the Instagram app for an hour getting t perfect. You can do pretty much anything when it comes to manipulation of photos. Only downside is there's not really a good drawingsketching function. Overall good purchase.    ,1,0,0,0
3549,So far this is the best app so far to edit photo I'm still trying to figure out to use this and the cool thing about it is that the tutorial is there to guide you thru     ,0,0,0,0
3550,Every time I take a shot I use this wonderful app I use the cropping feature every time I copy an Instagram pic    ,0,0,0,0
3551,"Love it Super cool app and lots to do, takes a min to figure it out but it's worth it    ",0,0,0,0
3552,I love Enlight so im confused why I see reviews on Enlight 2 where people are so mad .I paid for the first Enlight so am I getting bumped back to a free version and now I have to pay again Someone please explain     ,0,0,0,0
3553,Well worth the money I could lose many hours a day by editing lol    ,0,0,0,0
3554,Takes a bit to learn but fun once you get it.    ,0,0,0,0
3555,"It's my belief, that subscription services for software, after the initial purchase payment will be the down fall of these company's. Probably 95 of the people are buying these apps for fun, and reactions use. There are many other company's that offer editing programs. It's sad to see company being so clueless to good business practices. If you build a good product people will buy endlessly, even paying a few more bucks with each new development.To force a new business practice down people throats just doesn't work. Although I like your product will move on to something else. Good Luck      ",0,0,0,0
3556,Like having a pic software package on your phone.      ,0,0,0,0
3557,I use this often. Thanks so much for the ability to make my pics look great    ,0,0,0,0
3558,I've just begun to discover all the amenities     ,0,0,0,0
3559,"Enlight 2 is a separate app from this.  And it is an extremely expensive subscription.  I REFUSE.  So I'll be using other apps, but not this one, and not the new version.  I cannot recommend this app.  Choices are good.  Subscriptions apps are not.     ",0,0,0,0
3560,This is the best app for photos but the new app yall made is not good i love enlight but photofox is not goodi don't know how to use that one and IV this for a year so got photofox i can't use it please fix i can't get in even but i love this app this is all i need xoxo no hate i love enlight a lot not so  much photofox    ,0,0,0,0
3561,Everything I've ever wanted in a photo manip app. Don't need anything else. Like nothing. Not even a newer version. Seriously. Not for 4 a month. Nope. This one is perfect.     ,0,0,0,0
3562,"So this app was not prepared to handle some of the new cloud features incorporated by apple throughout a single owner's apple devices, and I was at first, a little to harsh with my words and 1 star rating on something I'm sure the developer had heard from countless masses having the same issue. The company reached back out to me to help troubleshoot the root problem and showing a developer that had pride in their creations, wanting to give all who paid for the app to get a functional tool that their name was attached to. I understand an overhaul that was needed, and seen after downloading and playing with the new replacement app, that an update was not as cost effective to cover all the work that was put in to accommodate apples evergrowing feature hurdles, but in stronger in app tools as well as a more for now that is seamless user interface and response time to the selected tool this one had a few hiccups in how fast it applied and following path... but nothing that could upset be adapted quickly in use      ",0,0,0,0
3563,"So I changed my 1 star for a 5 star customer care and personal response time, but docked 1 area for having to purchase a new app as the solution to my problem... I did buy the one time pro feature option before even getting past the demo screen, that much new faith in this developer.     ",0,0,0,0
3564,Bought the app and it does not work Don't waste your money.    ,0,0,1,0
3565,No you have the poor version and the rich version don't bother paying for this one  and save roughly 40 bucks for the other version everything seems to be money now days     ,0,0,0,0
3566,"This is an amazing app I've owned several for different editing and effects use, but this app alone does it all. It's very well designed and user friendly.    ",0,0,0,0
3567,"My only hangup is that some navigational controls are frustrating, such as switching tools while editing.    ",1,0,0,0
3568,"This is, by far, the best photo editing app. You can do so many creative things with all of your pictures. Add text, merge photos, and more. I'd give this app 10 out of 5 stars if that was possible. Photographers playground.    ",0,0,0,0
3569,Love the app because it's so easy to do and it even provides tutorials    ,0,0,0,0
3570,Great app so full of all one needs for perfect iPhoneography. Has a permanent spot on my front page of iPhone 7 and has been for past 3 phones     ,0,0,0,0
3571,EDIT stick with this version unless you want to pay 3.99 a month to be able to use newest version which is subscription based now.     ,0,0,0,0
3572,"I mean you reviewers not the developers. Do you work for free They give an entire app and new features totally for free and that's still not good enough. Grow up people. Good stuff costs money, nothing new there.     ",0,0,0,0
3573,Can u add blur I'm a dancer and constantly use the app for my dance pics. Blur help take away the attention from ur sourroundings while making it beautiful. Ty     ,0,0,0,0
3574,Having so much fun  Totally worth the purchase.    ,0,0,0,0
3575,"I have just spent an hour attempting to learn this app. While it does plenty, it doesn't show how to do it. Still have a photo I edited that I can't figure out how to remove.     ",1,0,0,0
3576,Love all the tools and artistic possibilities with this app    ,0,0,0,0
3577,Very useful and easy to use. Thanks    ,0,0,0,0
3578,"Time saving app adds effects, depth and texture to artwork and photos.    ",0,0,0,0
3579,I installed this app years ago and have only used it recently.  Brilliant.  Now I have an addiction.    ,0,0,0,0
3580,I love this app  the only reason I didn't give it a 5 is the fonts.. I'd like better fonts. But otherwise it's fantastic so far    ,1,0,0,0
3581,Goes in circles Can't get tutorial to start and everything else I can edit in a free program. There are no cool effects as were shown prior to purchase. Don't waste your money.    ,1,0,0,0
3582,Best photo editing app I've found yet    ,0,0,0,0
3583,"I've had this app for about 24 hours now as of the posting of this review and I have to say, this app means serious business. The tutorials that are provided within Enlight have helped tremendously and I'm slowly but surely getting the hang of most techniques. It's truly amazing to see how much editing you can do on your phone and how professional it comes out.     ",0,0,0,0
3584,"Skip buying that burger for the day and get this app, you will not regret it one bit    ",0,0,0,0
3585,I wasted my money on this one.      ,0,0,0,0
3586,Editing is not as simple and intuitive as Enlight advertisements falsely lead perspective customers to believe.      ,0,0,1,0
3587,There is it an undo feature.      ,0,0,0,0
3588,The app does not pull a copy of photos in your library it will edit the original.      ,1,0,0,0
3589,I'd like my money back.     ,0,0,0,0
3590,Great app. Easy to make creative photos    ,0,0,0,0
3591,Very easy to use and the outcome is fantastic.    ,0,0,0,0
3592,I love love love this app its amazing    ,0,0,0,0
3593,"Once you take the time to explore all of this apps' functions, you have one powerful and creative tool between your hands. I am amazed at what I can produce. Well worth the money    ",0,0,0,0
3594,Good app. Does what it's supposed to    ,0,0,0,0
3595,It crashes on my iPad every time now.  It used to be one of my favorites    ,0,1,1,0
3596,"June 29, 2017.  I've done that and it still happens.  Now I've deleted it and it won't let me install it again...just crashes    ",0,1,1,0
3597,NOT AS GOOD AS PROMOTED  SEEM BETTER TRUST ME WAS NOT WORTH 3.99 YET 1.99      ,0,0,0,0
3598,"But unfortunately I never get to use it, because it's ALWAYS crashing. Such a bummer.    ",0,0,1,0
3599,"If you like to take photos, this app is a must This app rivals some the top brands. Don't be fooled by the cost.    ",0,0,0,0
3600,This changed my life..     ,0,0,0,0
3601,"I use this app so much it's ridiculous I love using it to make thumbnails for my YouTube videos My channel is  Hunter Salazar  and I make videos on spirituality and schizophrenia. This app has so many features which can greatly improve any picture you've taken from type styles to image alterations, I'd recommend this very cheap app to everyone    ",0,0,0,0
3602,You can get in depth as you want as a beginnerstill learning photographer. I wish the developers would create a video create a video app the can do the same.    ,0,0,0,0
3603,"I have only had this for a little while, but I really like it. With just some basic changes it really makes my pictures pop. Looking forward to learning some of the many other features.    ",0,0,0,0
3604,"This app has a lot to offer, but as a serious shooter who tries to get every last pixel exactly right it is a deal breaker that I cannot open and edit my DNG raw files without processing them to a different file type first with another app.  If I need to use a different app first then I am just going to stay in that other app.    ",0,0,0,0
3605,Glad I spent the money and bought. Does all they claim it will.    ,0,0,0,0
3606,These tools really work  I love experimenting with them    ,0,0,0,0
3607,Wow Just wow This is awesome Never felt this content after buying an app This app can do anything you have in mind. And it has cool tutorials. Look forward to working with this app from now on.    ,0,0,0,0
3608,"I am learning more each time I utilize this, and apparently, I have lots of discovering yet to do    ",0,0,0,0
3609,Worth my time and money    ,0,0,0,0
3610,"I had an issue with the app so I left a review explaining my issue and the developer responded and gave me instructions on how to fix the issue I thought that was really awesome, considering I've never had an app do that before. My only complaint is that the tutorials in the app are a bit lacking, the developers are great at explaining things so they should make instructions more accessible within the app.    ",1,0,0,0
3611,I don't normally pay for apps but this was worth it Very user friendly and has features not seen on other photo editing apps    ,0,0,0,0
3612,Hands down amazing worth the cost    ,0,0,0,0
3613,"Ad made it look like this app is awesome, but after you buy it and use, will notice all the functions are not that good and are found in free apps.     ",0,0,0,0
3614,"I am overwhelmed by what i can do with this inexpensive and relatively easy to use software.  I have spent hours doing something in adobe that i can do here in a few minutes.  It has many features I haven't even explored, but i will.    ",0,0,0,0
3615,Very intuitive and fun. For 4 I'll get my money back for sure in just using it    ,0,0,0,0
3616,I love this app so much It's seriously amazing.    ,0,0,0,0
3617,"I have one request though. Maybe add a straight line in the element section so that you can straighten something out or use it to decorate something, like connecting stars to make a constellation. Anyways just wanted to say that I recommend this app to everyone and that I love this app one more time. I hope you can make this a new element Love this app    ",0,0,0,0
3618,"Very powerful  When I meed more than just basic adjustments to a photo, this is what I use.    ",0,0,0,0
3619,How much money did I waste learning photoshop in college to do what this app does on my phone    ,0,0,0,0
3620,It's got the right stuff but still not easy to use but it's a must Download.    ,1,0,0,0
3621,"I am not a photo guy, am a major rookie and unless you have 8 masters degrees don't buy this app. Other that turning my pic to black and white, or shading it to different shades it seems to stop there.     ",1,0,0,0
3622,"You can get FREE apps to do the cropping, shading, bw. Hell i think my iphone has the capability on it own. Wiptdo    ",0,0,0,0
3623,"A little bit of a learning curve but the more you use it, the easier it becomes, and the more impressive it is.    ",0,0,0,0
3624,"Its a total waste of money, app is not as great and simple like they say it is.....I WANT MY MONEY BACK APPLE     ",0,0,0,0
3625,This is a fun app and really opens the artistic sensibility. Create your masterpieces    ,0,0,0,0
3626,"The moment I opened this app I was greeted with a friendly interface. Tapping on the various tools, I could spend hours tweaking the images with slider after slider, and after I finish one image, I'm craving the next. Not many apps can do this for such a low price of four dollars, so in my honest opinion, if you even think you love editing reality into imagination,    ",0,0,0,0
3627,I can't touch anything just tutorial and menu can't edit anything don't buy it     ,1,0,0,0
3628,"You can do some really great things with this app. It takes a little getting used to but when you get the hang of it you can do some great things. Two wishes I have one is to be able to saverecall masks. If you want the main subject and the background processed differently, you have to select the subject and do your stuff, then commit those changes and go through the making process again but inverted to change the rest. I also wish there was an option to have the mask shown as a particular color so you can easily see what is and isn't part of the mask. Overall, though, this was WELL worth the money.    ",1,0,0,0
3629,"Good application, but... File export controls need improvement, notably a maximum JPEG output at 100 vs 95. The additional point is to retain original file size and avoid typical IOS and app compression andor loss. Using TIFF for max file size can be overkill and then need platform to convert file to JPEG.    ",0,0,0,0
3630,Im not going to make a long review. But i thought this app was free. Therefore i got it. And now im getting charged for it. Good app but im just confused     ,0,0,0,0
3631,"This is the easiest way to enhance a so, so photo and make it stellar    ",0,0,0,0
3632,I no longer need any of the photoshop apps or anything else for that matter. The Enlight app does everything I need a photo app to do and the tutorials are amazing and easy to access for all of the tools at any time I need them.    ,0,0,0,0
3633,"Who needs photoshop  This is EASY EASY, quick, and FUN1    ",0,0,0,0
3634,"Downloaded Lightroom only to find out that you have to pay every month to use it. Sigh.... Found this app two nights ago, and WOW I can do everything I could don with LR. Haven't figured out all of the potential yet, but can't wait until I do.    ",0,0,0,0
3635,"Buy the app, you won't regret it.    ",0,0,0,0
3636,I am still a newbie with this app and blown away by the possibilities Thank you to the developers    ,0,0,0,0
3637,This is an amazing app I love it. I'd like to    ,0,0,0,0
3638,"have more choice to edit photos, but it has everything. I really recommend  the cost is highly. But it is really good. Love it. please add more choice to editar in the future. Thks    ",0,0,0,0
3639,Not intuitive but has many good options.  Takes time to both use and learn.  Don't expect to do much until you have mastered it.  There seems to be rather good customer support     ,1,0,0,0
3640,I purchased this app thinking it was top shelf but quickly found out like most it's not worth it. I wish I could return for money back.     ,0,0,0,0
3641,All the basic functions you can find on other editing apps. If the only thing you want is to make your pictures ridiculous then go for it.     ,0,0,0,0
3642,I got this because I had a pic of my kid watching sea lions at the zoo but missed the actual animal. Caught it in another shot. Went looking for this because I remembered seeing the ads.     ,0,0,0,0
3643,Merged the two pics to great effect using Enlight in under 5 minutes and I'm still learning the app.     ,0,0,0,0
3644,I just purchased based upon all the great reviews. I've played around with it a bit and it does seem to do a lot but I'm surprised and disappointed it does not allow you to flip a photo.     ,0,0,0,0
3645,"This app is great for editing pictures on the fly, basically photoshop for your phone If you've never used photoshop, don't worry this app is easy to use and you can make your pictures look really cool in just a few minutes... Buy this app, you won't be disappointed    ",0,0,0,0
3646,"So many features, gorgeous design, easy to use once you get the hang of it.    ",0,0,0,0
3647,This app has become a permanent part of my workflow for the iPhone and iPad. I will occasionally even transfer files in from my Mac and finish them off with Enlight. The interface took some getting used to but once I did I realized I could do practically everything here     ,0,0,0,0
3648,"Okay, so my reason for 4 stars is trying to reposition the graduated line on my iPhone drives me absolutely bananas at times. On the iPad an Apple Pencil makes that easier but seriously... on the iPhone it can be pretty frustrating.    ",1,0,0,0
3649,"Anyway, I debated buying this for a long time because I didn't think it'd be much different from all the other great photo apps  not true    ",0,0,0,0
3650,I use this app everyday for my projects. It has everything and needs more. I especially love the easy to use platform and I'm not a graphic designer. Best Purchase ever. There should be more tutorials so I can use it in more ways.    ,0,0,0,0
3651,You can't go wrong for the price. I'm still learning and trying out new things you can do with this app. I love it    ,0,0,0,0
3652,The best image editing app for phones I've tried. This is essentially photoshop for your phone as it should be. This is also my first time paying real money for an image editor app so I'm extremely pleased to discover it's money well spent. All I needed was a brush and a patch tool to get started on improving some phone wallpapers. I downloaded 10 free editing apps just looking for a simple brush tool. Never found it. This app had both plus more filtersimagecanvas options than I'll probably ever need. The gui is really easy to use. The tutorial screen quickly shows you how the tool you've selected works and is easy to get rid of once you find your stride.    ,0,0,0,0
3653,I am so glad I got this. I can make great variations of pic editing. My husband and family love the way he he pictures come out.    ,0,0,0,0
3654,This app rivals PS Fix and in some areas is better. It took me a little time to get used to the way certain tools worked but not long. It's definitely worth the money.    ,0,0,0,0
3655,this app is so good. i just love all the different options that u have to edit your photos. when i first saw the price i thought it was ridiculous until i saw many many great reviews so i decided to get it and now i'm LOVING it. i totally recommend this app to anyone who's looking for a really nice picture editing app    ,0,0,0,0
3656,I'm having such fun playing and creating some very impressive images. I can hardly wait to master this robust app    ,0,0,0,0
3657,So much freedom. You can do so much photo shop with this app. The zoom feature really allows you to get in the nitty gritty areas. Well worth paying for the app.    ,0,0,0,0
3658,"Does exactly what I need and more, took a little to get used to but really love it. Great job guys    ",0,0,0,0
3659,Just got this app. Boy have I had fun checking out all the great features. Love it     ,0,0,0,0
3660,I love this I've finally found something I can enjoy. Great job.    ,0,0,0,0
3661,I've completed full length projects on this app and got As. All I gotta say     ,0,0,0,0
3662,"This has been the most difficult, just a simple text  the bottom of a flyer. It wount let me go to the bottom of the flyer with all the gadgets on the pic.... it's not on the go app..... I bet it's a way but if I have to try more then 3 times... a simple text on a flyer... NO GOOD     ",1,0,0,0
3663,"I love this app, it's good for an album artwork app.    ",0,0,0,0
3664,"I just spent an hour editing a photo, only to have the whole app crash. Isn't the first time this has happened either.    ",0,0,1,0
3665,Great scope of possibilities and better yet  good performace in terms of pixel loss  pics look good after all the effects  changes     ,0,0,0,0
3666,I would love to see more templates for BW current ones are too simple and more filters.    ,0,0,0,0
3667,I wanted to love this app... Wasted money... Compared to other apps... The user interface is annoying There's smother apps out there that offer just as much for free... Don't waste your time or money on this. I gave it two stars for all the features it offers.     ,1,0,0,0
3668,This is the best photo editing app that i have ever used. It has tools that are just like photoshop. For a cheaper price    ,0,0,0,0
3669,The best paid photo editing app I have So many features and it's easy to use. Wish there were more tutorials    ,1,0,0,0
3670,I used to used a different app until I found this one. Now I only use this app.  It is just so easy and fun to edit my photos. My only reason for not giving it 5 is the lack of ability to customize the share bar. I share my pics on Tumblr. But that's not one of the default options. Nor is it possible to add it to bar. So instead I have to go through a few extra steps for each photo. I would also like the ability to reorganize the share options to match my preferences    ,1,0,0,0
3671,"Literally it's worth every penny. A very powerful app for both both beginners and experts. Infinite possibilities to tweak your photos, renders and pictures. It would be great if the app could allow you to open vector files with its user friendly interface. Great job    ",0,0,0,0
3672,Not impressed whatsoever... there are free apps that offer the same exact things this app has.  I do not recommend     ,0,0,0,0
3673,I love this program so far so much to do and learn but easy to use    ,0,0,0,0
3674,"In love with this app. I don't know how it holds up to other editing appssoftware, but it makes a huge difference and is crazy easy to use when you get the hang of it. I was hesitant to purchase at first, but I'm sold. Definitely worth the money for a quick editing app.    ",0,0,0,0
3675,"Enlight is a powerful, refined tool for all photo manipulation and editing. From basic tweaks and filters to absolute exposure and advanced control, Enlight caters to the needs of the amateur and pro all at once. With a sleek and simple UI, to userfriendly and unobtrusive tutorials, Enlight gives you the keys to unlock the full potential of your iPhone and your creativity.    ",0,0,0,0
3676,"They post ideas every tuesday which I loved up until I started doodling a character next to me and guess what, 40 minutes throughyes very detailed character app freezez crashes and the picture is reset.    ",0,0,1,0
3677,So before posting ideas how about you make sure the app works at its best capacity     ,0,0,1,0
3678,I don't know whether they changed something after contacting me but it seems not its working even smoother.     ,0,0,0,0
3679,Best app I have ever had the pleasure to buy.    ,0,0,0,0
3680,I'm not the best at using photo editing apps but this app is great. I'm able to create memes and add cool effects with ease.    ,0,0,0,0
3681,"Unless you want to spend hours trying to do something with this app you will be disappointed. Also you can do pretty much everything they do, more easily with other free apps. Completely useless     ",0,0,0,0
3682,Seriously the tutorials help with nothing.  There is nothing to actually help you put a kid on a snail or in a tea cup like it shows in the ad.  Don't waste your time or money.     ,1,0,0,0
3683,"I originally downloaded this app to edit some double exposures and change my snapcode color, but then I started using it for my Instagram and it took my feed to a whole new level, and I ended up gaining followers from it, this app works so well and is so user friendly once you figure it out.    ",0,0,0,0
3684,"I have never used an app like this, the controls are awesome.  You won't be disappointed    ",0,0,0,0
3685,Saw an add on Facebook looked it over and bought it but what the add showed is not available It's just really wrong that they do things like that to customers      ,0,0,1,0
3686,If I could rate 0 stars I would     ,0,0,0,0
3687,I am in love with this app. I highly recommend it Totally worth the money.    ,0,0,0,0
3688,I like to import photos from my DSLR to my phone and edit them with this app. It's really good for editing raw photos and saving them as JPGs that I can use for posting to social media.    ,0,0,0,0
3689,Disappointed in this app     ,0,0,0,0
3690,I held off on this app for years. It looked to me like a bunch of overhyped features I'd never use. Enlight ended up being the best photo editing app I've ever used and I've tried all the best ones.    ,0,0,0,0
3691,"Took a chance, spent the 4 and was happy with the tools and capabilities. Then tried to save the photo and lost it all. Tried again and same thing. So frustrating. Even tried emailing it to myself after the third time editing and nothing. So great editor but won't save anything so complete waste of time and money.    ",0,0,1,0
3692,"I have used this app since one year ago and once you learn how to use it is fantastic, but last version have a problem to open you have to tray several times and sometimes it doesn't open.   ",0,0,1,0
3693,Love this app It does everything I need and then some.    ,0,0,0,0
3694,"Not intuitive, no useful guides.  Save your money for photoshop     ",0,0,0,0
3695,Would be great if you had the ability to delete a project to start a second one.     ,1,0,0,0
3696,"At this time, the only way to delete photos is from the native photos app on your iOS device. We'll be adding the ability to delete photos from within Enlight in a future update.     ",0,0,0,0
3697,"I love this app  I use this app more than I use Photoshop on my computer.. hands down.. I've bought and still buy apps for my pictures and without fail return to this one.  never disappoints. wondering if maybe in the future, it can help me with blurry spotsimages jo happy picture taker.    ",0,0,0,0
